mean_loss,epsilon
7.62098789215,0.9998776
6.40730619431,0.9997399
6.78392648697,0.9997174
5.89499568939,0.9992368
5.5899810791,0.9986095
5.18224000931,0.9982603
4.94347953796,0.9981028
5.28837156296,0.9979597
4.7997045517,0.9974629
4.47046375275,0.9971047
6.51903915405,0.9966142
4.08803606033,0.9962614
3.90041089058,0.9960481
3.84181261063,0.9954505
3.74701476097,0.9951148
3.44253230095,0.9947521
3.50838875771,0.9941302
3.30996608734,0.9937747
3.31418657303,0.9934372
3.30895781517,0.992827
3.60264992714,0.9924796
3.3870639801,0.9921205
3.21548056602,0.9917074
3.21924042702,0.9913537
7.2176194191,0.9909973
4.4884929657,0.9903547
3.80875039101,0.9900208
3.71543335915,0.9896635
4.12760782242,0.989056
3.78035855293,0.9887284
3.65286970139,0.9885079
3.74495983124,0.9880993
3.62651228905,0.9877573
3.56024575233,0.9874261
3.75252652168,0.9872965
3.6257083416,0.9872533
3.54865765572,0.9867655
3.6741297245,0.9861472
3.4576113224,0.9857944
3.51611447334,0.985429
3.37837314606,0.984817
3.61004447937,0.984467800001
3.36145567894,0.984142900001
3.34605956078,0.983999800001
3.29058837891,0.983491300001
3.30589652061,0.983142100001
3.43305516243,0.982505800001
3.49668765068,0.982156600001
4.00459432602,0.981828100001
5.19073104858,0.981204400001
4.74008750916,0.980857000001
4.98587083817,0.980495200001
4.72168874741,0.979858900001
4.74873876572,0.979426900001
4.87203168869,0.979090300001
4.60739326477,0.978463900001
4.60735082626,0.978253300001
4.82656097412,0.977912200001
4.33993005753,0.977308300001
4.34155511856,0.976951000001
4.52812290192,0.976622500001
4.69850921631,0.976482100001
4.47746229172,0.975967300001
4.64158821106,0.975646900001
4.46190977097,0.975022300001
4.11932229996,0.974678500001
4.49971199036,0.974342800001
4.46650600433,0.973707400001
4.41468334198,0.973382500001
4.26088523865,0.973041400001
6.09378910065,0.972409600001
6.1180357933,0.972084700001
6.21638250351,0.971876800001
6.41308021545,0.971248600001
6.205098629,0.970894900001
5.93464279175,0.970623100001
5.78269386292,0.970447600001
5.7333445549,0.969960700001
8.80111789703,0.969616900001
6.0068359375,0.968988700001
5.89075183868,0.968655700001
6.04742956161,0.968313700001
5.72521114349,0.967677400001
5.80745506287,0.967302100001
5.58228397369,0.966943900001
5.54244852066,0.966421000001
5.88209724426,0.966074500001
5.71709060669,0.965713600001
5.69057130814,0.965090800001
5.62779140472,0.964747900001
5.56826496124,0.964417600001
6.08772373199,0.963773200001
7.27574682236,0.963417700001
7.35651350021,0.963075700001
7.20171642303,0.962465500001
18.7286491394,0.962111800001
7.24116897583,0.961753600001
6.81321430206,0.961129900001
6.79721212387,0.960780700001
35.8445587158,0.960419800001
6.93030166626,0.960224500001
7.0468120575,0.959761000001
6.88556098938,0.959421700001
6.32631826401,0.959286700001
6.96285057068,0.958771900001
7.00145721436,0.958416400001
7.00693273544,0.958286800001
6.84895038605,0.957753100001
7.0475153923,0.957589300001
6.81141757965,0.956960200001
6.83682489395,0.956607400001
6.57815027237,0.956275300001
7.0264134407,0.955645300001
6.55553770065,0.955290700001
6.8582367897,0.954934300001
8.34613323212,0.954580600001
8.07907867432,0.954241300002
22.4656143188,0.953885800002
7.46847295761,0.953255800002
8.00719070435,0.952915600002
7.94435453415,0.952587100002
7.93639707565,0.951949900002
7.6520524025,0.951600700002
7.58662033081,0.951274000002
7.6203751564,0.950643100002
7.63930416107,0.950283100002
7.47992277145,0.949946500002
7.5000371933,0.949329100002
7.59723949432,0.948972700002
7.36845541,0.948607300002
6.95711803436,0.948461500002
7.35165452957,0.947988100002
7.39417362213,0.947652400002
7.59097623825,0.947033200002
7.86365652084,0.946667800002
7.49055337906,0.946318600002
7.60815858841,0.945688600002
8.39521980286,0.945356500002
61.4203834534,0.945026200002
8.36273956299,0.944432200002
8.13216400146,0.944083000002
7.74425792694,0.943750000002
8.19256401062,0.943111000002
8.01547813416,0.942761800002
7.8384308815,0.942403600002
7.65946483612,0.942257800002
9.32698917389,0.942210100002
7.86500072479,0.941774500002
7.6999001503,0.941634100002
7.71694755554,0.941144500002
7.8066239357,0.940801600002
7.88215208054,0.940177000002
7.86753129959,0.939851200002
7.96996116638,0.939496600002
7.32888460159,0.939355300002
7.50265979767,0.938868400002
68.8087997437,0.938544400002
40.1381988525,0.937925200002
7.46500587463,0.937571500002
7.60105800629,0.937201600002
8.2598400116,0.936553600002
8.86560821533,0.936202600002
8.49256229401,0.935869600002
8.31163024902,0.935233300002
8.33748626709,0.934959700002
8.66693401337,0.934620400002
10.3820886612,0.934029100002
11.194560051,0.933682600002
7.91572380066,0.933347800002
8.55218982697,0.933218200002
8.35556030273,0.933181300002
8.20978546143,0.932693500002
8.42397689819,0.932089600002
8.3433380127,0.931754800002
8.09338951111,0.931396600002
8.3135766983,0.931231000002
8.49192428589,0.930781900002
105.581367493,0.930544300002
9.457280159,0.929942200002
19.4323101044,0.929583100002
8.11032676697,0.929250100002
7.95262432098,0.928621900002
8.02119064331,0.928285300002
20.4706459045,0.927928900002
9.38512039185,0.927298900002
9.11328315735,0.927003700002
76.1845245361,0.926637400002
9.03342056274,0.925995700002
8.66036224365,0.925633000002
8.84273338318,0.925269400002
8.26437950134,0.925137100002
8.76090335846,0.924613300002
8.40376472473,0.924246100002
8.80546474457,0.924108400002
10.4245414734,0.923618800003
8.30265617371,0.923296600003
8.48919677734,0.923173300003
8.50323390961,0.922670200003
8.48405456543,0.922339000003
8.71557235718,0.921719800003
8.52503395081,0.921364300003
8.41417503357,0.921030400003
8.51623439789,0.920868400003
8.19454193115,0.920384200003
8.42579746246,0.920021500003
8.64684391022,0.919402300003
8.26865386963,0.919050400003
8.53426647186,0.918741700003
9.97042655945,0.918082900003
9.3349313736,0.917717500003
9.15068531036,0.917380900003
53.4263877869,0.916741900003
9.42277622223,0.916403500003
9.14818668365,0.916048900003
8.98474788666,0.915445000003
8.86256122589,0.915094000003
9.10278129578,0.914758300003
8.48380756378,0.914158900003
8.75166320801,0.913788100003
8.87408638,0.913618900003
8.68834495544,0.912994300003
98.2206420898,0.912659500003
8.67134189606,0.912321100003
16.2385215759,0.911823400003
8.33664226532,0.911477800003
8.70041179657,0.911144800003
8.82009601593,0.910530100003
8.84958744049,0.910219600003
8.92425918579,0.909861400003
14.8176002502,0.909210700003
9.82393741608,0.908875900003
9.07012367249,0.908650000003
9.37862873077,0.908047000003
9.24524497986,0.907695100003
132.396316528,0.907435000003
9.43264389038,0.906815800003
9.2713470459,0.906478300003
8.89399337769,0.906137200003
9.03922748566,0.905501800003
9.54588794708,0.905176900003
9.08619213104,0.904843000003
9.36265087128,0.904679200003
8.96551036835,0.904209400003
11.9675340652,0.903861100003
9.01290512085,0.903211300003
8.73388671875,0.902860300003
9.42148017883,0.902530900003
8.83520698547,0.902389600003
8.7405834198,0.901910800003
9.29131126404,0.901560700003
8.69548797607,0.901406800003
8.87398815155,0.900906400003
14.3495159149,0.900531100003
9.96965026855,0.899923600003
9.90141868591,0.899569900003
9.87272930145,0.899209000003
9.67592144012,0.899072200003
9.53756141663,0.898554700003
9.76491069794,0.898227100003
9.61169338226,0.897617800003
20.5919113159,0.897280300003
9.47164535522,0.897136300003
9.46687221527,0.896527000003
9.40270996094,0.896173300003
9.49238681793,0.895827700003
69.1865615845,0.895213900003
9.3239402771,0.894877300003
21.5005817413,0.894543400003
9.50880622864,0.893919700003
115.179534912,0.893566900004
23.8591690063,0.893206000004
9.57289886475,0.892843300004
9.25641441345,0.892736200004
9.2406873703,0.892384300004
9.15624332428,0.891757900004
136.911727905,0.891453700004
10.196762085,0.891127000004
73.8308944702,0.890520400004
9.9968290329,0.890181100004
9.90227413177,0.889831000004
9.91661453247,0.889668100004
10.0493936539,0.889188400004
9.81749629974,0.888854500004
9.84953975677,0.888215500004
9.95295143127,0.887888800004
9.87423706055,0.887554000004
9.7788476944,0.886974400004
10.1942987442,0.886852900004
9.65119457245,0.886538800004
244.129135132,0.886363300004
9.8811750412,0.885881800004
9.97312068939,0.885541600004
9.68206882477,0.884933200004
9.69921588898,0.884643400004
9.42164993286,0.884414800004
9.68198204041,0.884272600004
9.50953674316,0.884215900004
9.68310451508,0.883754200004
9.66341972351,0.883114300004
9.75727558136,0.882760600004
10.3054132462,0.882408700004
