epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,114,51200,449.122807018,0.764285474215
2,111,53700,483.783783784,1.27706817869
3,179,162600,908.379888268,1.73049398221
4,153,129900,849.019607843,1.96589310873
5,144,171000,1187.5,2.13553758495
6,122,179000,1467.21311475,2.15596093002
7,130,197500,1519.23076923,2.20855984328
8,127,246900,1944.09448819,2.18666122895
9,136,254200,1869.11764706,2.18057556244
10,126,244000,1936.50793651,2.13981916973
11,121,270500,2235.53719008,2.19304535887
12,122,345000,2827.86885246,2.28688466975
13,113,358300,3170.79646018,2.4124801739
14,122,366800,3006.55737705,2.51608344187
15,122,484600,3972.13114754,2.66262637629
16,119,531300,4464.70588235,2.81708581535
17,111,509000,4585.58558559,2.9927238672
18,117,469800,4015.38461538,3.1363430909
19,110,530100,4819.09090909,3.19692053774
20,112,569600,5085.71428571,3.40732154319
21,96,717100,7469.79166667,3.62541571252
22,112,639300,5708.03571429,3.88149456661
23,104,693900,6672.11538462,4.04967187071
24,107,625000,5841.12149533,4.1219392979
25,95,807400,8498.94736842,4.24662932133
26,104,881500,8475.96153846,4.31519574052
27,96,905300,9430.20833333,4.47636511253
28,97,902000,9298.96907216,4.47039828993
29,92,896100,9740.2173913,4.67142196751
30,84,1061900,12641.6666667,4.72781891401
31,82,1098200,13392.6829268,4.76804770979
32,87,1107700,12732.183908,4.90221726886
33,89,1177200,13226.9662921,4.99353406123
34,77,1157300,15029.8701299,5.05290834813
35,83,1193700,14381.9277108,5.01784884338
36,79,1228500,15550.6329114,5.00565949987
37,73,1213100,16617.8082192,5.07772476653
38,79,1298300,16434.1772152,5.06491913169
39,75,1242100,16561.3333333,5.1469381892
40,63,1347000,21380.952381,5.25479659598
41,65,1345000,20692.3076923,5.25271504229
42,66,1327300,20110.6060606,5.33152479942
43,62,1414400,22812.9032258,5.32402316473
44,60,1304800,21746.6666667,5.42652537912
45,61,1389500,22778.6885246,5.42530645041
46,62,1366300,22037.0967742,5.41233343823
47,68,1513900,22263.2352941,5.48406215292
48,58,1400200,24141.3793103,5.57437472804
49,77,1357100,17624.6753247,5.44759828562
50,54,1484700,27494.4444444,5.38580570904
51,55,1506800,27396.3636364,5.56180064884
52,56,1446700,25833.9285714,5.51723346271
53,52,1505600,28953.8461538,5.49936127898
54,51,1482800,29074.5098039,5.60615065145
55,53,1583700,29881.1320755,5.57998920102
56,55,1551100,28201.8181818,5.69560137224
57,64,1528400,23881.25,5.67696136195
58,54,1470300,27227.7777778,5.67140822208
59,53,1654900,31224.5283019,5.70220085041
60,57,1516600,26607.0175439,5.68796369603
61,53,1577800,29769.8113208,5.66059448929
62,50,1601500,32030.0,5.69376840967
63,42,1645000,39166.6666667,5.72345708016
64,56,1579700,28208.9285714,5.669032831
65,55,1561800,28396.3636364,5.65739488691
66,49,1620400,33069.3877551,5.68055101638
67,52,1585200,30484.6153846,5.74401220061
68,44,1662800,37790.9090909,5.76669515338
69,49,1646500,33602.0408163,5.70726553123
70,54,1615300,29912.962963,5.67886670676
71,66,1600900,24256.0606061,5.68180612827
72,56,1620200,28932.1428571,5.62548952066
73,50,1650000,33000.0,5.66377193799
74,53,1655700,31239.6226415,5.66025628843
75,59,1617300,27411.8644068,5.64341190838
76,48,1626300,33881.25,5.65535657906
77,44,1642500,37329.5454545,5.6057385924
78,49,1633900,33344.8979592,5.62648888533
79,52,1739200,33446.1538462,5.61473184586
80,54,1708000,31629.6296296,5.69073490459
81,53,1669200,31494.3396226,5.74027747712
82,48,1789100,37272.9166667,5.67165282029
83,47,1764000,37531.9148936,5.63695580228
84,47,1724000,36680.8510638,5.67396152928
85,47,1768000,37617.0212766,5.67165147972
86,49,1746200,35636.7346939,5.72380808422
87,57,1699200,29810.5263158,5.69319595193
88,51,1681100,32962.745098,5.70991568884
89,50,1735600,34712.0,5.69451475599
90,42,1731100,41216.6666667,5.77239714095
91,47,1794300,38176.5957447,5.84344180613
92,47,1783300,37942.5531915,5.83243549416
93,48,1691700,35243.75,5.87321717973
94,49,1771800,36159.1836735,5.86885185246
95,49,1696700,34626.5306122,5.89207210584
96,52,1783700,34301.9230769,5.92437698427
97,46,1749500,38032.6086957,5.88481354808
98,48,1711900,35664.5833333,5.8400295935
99,53,1680200,31701.8867925,5.86350367612
100,45,1734000,38533.3333333,5.9032319458
101,46,1786400,38834.7826087,5.96147744409
102,54,1753800,32477.7777778,6.03019268675
103,51,1813000,35549.0196078,6.02591409119
104,54,1740700,32235.1851852,6.06010228881
105,56,1733200,30950.0,6.03856141147
106,48,1844600,38429.1666667,5.98341775753
107,51,1780000,34901.9607843,5.95304732819
108,46,1740600,37839.1304348,5.9471909859
109,39,1805600,46297.4358974,5.94395490294
110,47,1815700,38631.9148936,6.00647605983
111,46,1861300,40463.0434783,5.93103009261
112,39,1828300,46879.4871795,5.91978403613
113,48,1733900,36122.9166667,5.99632023495
114,44,1823600,41445.4545455,6.11693774189
115,45,1831000,40688.8888889,6.07064969657
116,46,1824100,39654.3478261,6.0246916998
117,47,1831100,38959.5744681,6.04257153956
118,43,1879600,43711.627907,6.04673043661
119,41,1813200,44224.3902439,6.08312199722
120,44,1796100,40820.4545455,6.06996060606
121,46,1847200,40156.5217391,6.05472374158
122,41,1767800,43117.0731707,6.03164979212
123,49,1846400,37681.6326531,6.03320726157
124,50,1818900,36378.0,6.02915519935
125,41,1881600,45892.6829268,6.10126496237
126,45,1816100,40357.7777778,6.0589597839
127,49,1825400,37253.0612245,6.0155283835
128,47,1892100,40257.4468085,5.98217830042
129,48,1812600,37762.5,6.03944649282
130,46,1809800,39343.4782609,6.07515273912
131,48,1846300,38464.5833333,6.12964764502
132,50,1867100,37342.0,6.13885401195
133,49,1848900,37732.6530612,6.09484705922
134,45,1823200,40515.5555556,6.13387780767
135,59,1733200,29376.2711864,6.09463994008
136,42,1836000,43714.2857143,6.05364875312
137,51,1845400,36184.3137255,6.01987689525
138,45,1841800,40928.8888889,5.94899167466
139,43,1917500,44593.0232558,5.99733229595
140,41,1911400,46619.5121951,5.99087081271
141,49,1864800,38057.1428571,5.98250806219
142,49,1866700,38095.9183673,6.03437096283
143,44,1915200,43527.2727273,6.04946579356
144,40,1847000,46175.0,6.05217055163
145,43,1894600,44060.4651163,6.09466206602
146,46,1916600,41665.2173913,6.10777612293
