epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,93,195000,2096.77419355,1.18455315541
2,97,341000,3515.46391753,1.21686740546
3,52,322000,6192.30769231,1.19638171162
4,94,366000,3893.61702128,1.20028155889
5,16,226000,14125.0,1.1686219283
6,8,92000,11500.0,1.15333079414
7,49,1017000,20755.1020408,1.16683859402
8,44,411000,9340.90909091,1.20260342317
9,52,337000,6480.76923077,1.32371169524
10,62,709000,11435.483871,1.40859792931
11,13,231000,17769.2307692,1.4199543968
12,22,389000,17681.8181818,1.38751880722
13,69,1144000,16579.7101449,1.41642908991
14,76,797000,10486.8421053,1.40870277217
15,63,658000,10444.4444444,1.38998565993
16,56,1063000,18982.1428571,1.27485461171
17,55,881000,16018.1818182,1.20720737738
18,47,854000,18170.212766,1.17944030588
19,65,1095000,16846.1538462,1.09447879248
20,73,1225000,16780.8219178,1.07026202097
21,68,1320000,19411.7647059,1.07987041225
22,7,125000,17857.1428571,1.13465488823
23,68,1380000,20294.1176471,1.09523440458
24,74,1138000,15378.3783784,1.11963630007
25,55,1036000,18836.3636364,1.15463286587
26,40,571000,14275.0,1.15130855397
27,37,617000,16675.6756757,1.16747358743
28,15,227000,15133.3333333,1.13599240482
29,46,662000,14391.3043478,1.01828002184
30,17,303000,17823.5294118,0.990944739818
31,61,868000,14229.5081967,0.972888739174
32,52,938000,18038.4615385,0.93703270623
33,36,478000,13277.7777778,0.976788581589
34,11,144000,13090.9090909,0.942704353668
35,73,843000,11547.9452055,0.968074819662
36,71,729000,10267.6056338,0.971517096213
37,69,1055000,15289.8550725,1.00767413701
38,15,266000,17733.3333333,0.973273149959
39,75,895000,11933.3333333,0.982697030427
40,4,37000,9250.0,0.97950080693
41,51,713000,13980.3921569,0.954514750913
42,79,946000,11974.6835443,0.952104912484
43,47,626000,13319.1489362,0.899102449059
44,4,67000,16750.0,0.850968335485
45,36,458000,12722.2222222,0.886237907163
46,50,1083000,21660.0,0.91135543304
47,63,880000,13968.2539683,0.921263686633
48,10,176000,17600.0,0.932403119719
49,67,833000,12432.8358209,0.894215614651
50,7,90000,12857.1428571,0.838773542568
51,1,20000,20000.0,0.836635862305
52,65,964000,14830.7692308,0.801662112549
53,73,789000,10808.2191781,0.834123214651
54,70,912000,13028.5714286,0.795764383972
55,1,9000,9000.0,0.765483388649
56,62,975000,15725.8064516,0.75980831441
57,6,48000,8000.0,0.78321902669
58,65,989000,15215.3846154,0.684674521624
59,50,919000,18380.0,0.65165757576
60,29,501000,17275.862069,0.672550019459
61,3,64000,21333.3333333,0.661129609048
62,69,987000,14304.3478261,0.765387343373
63,62,1091000,17596.7741935,0.806539014224
64,24,444000,18500.0,0.81380232092
65,1,15000,15000.0,0.828404100984
66,63,1040000,16507.9365079,0.828489773991
67,71,1287000,18126.7605634,0.834965607887
68,61,1155000,18934.4262295,0.859733654615
69,54,1153000,21351.8518519,0.859135288093
70,40,773000,19325.0,0.840109016933
71,61,1014000,16622.9508197,0.833889145656
72,10,176000,17600.0,0.840722202584
73,25,429000,17160.0,0.832958621541
74,62,1198000,19322.5806452,0.850341724101
75,36,717000,19916.6666667,0.833088624422
76,33,660000,20000.0,0.822556581609
77,59,1079000,18288.1355932,0.896772933286
78,68,1346000,19794.1176471,0.918887270726
79,67,1200000,17910.4477612,0.902358080819
80,23,547000,23782.6086957,0.916417509587
81,1,29000,29000.0,0.904294142341
82,53,1103000,20811.3207547,0.875771410707
83,67,1429000,21328.358209,0.868028761805
84,61,1080000,17704.9180328,0.835108130123
85,44,949000,21568.1818182,0.838313455591
86,30,542000,18066.6666667,0.816332430858
87,63,1300000,20634.9206349,0.776092981421
88,56,1197000,21375.0,0.775201892676
89,63,1424000,22603.1746032,0.754257582882
90,50,1256000,25120.0,0.821433993038
91,11,265000,24090.9090909,0.763516376875
92,62,1245000,20080.6451613,0.771301916167
93,21,527000,25095.2380952,0.798522032825
94,8,198000,24750.0,0.793938847929
95,26,466000,17923.0769231,0.832307902714
96,54,1162000,21518.5185185,0.860338062225
97,23,557000,24217.3913043,0.857083053393
98,19,430000,22631.5789474,0.821940035336
99,53,1250000,23584.9056604,0.805783478282
100,65,1321000,20323.0769231,0.81740708339
101,26,602000,23153.8461538,0.822776131993
102,55,1279000,23254.5454545,0.789057459598
103,12,333000,27750.0,0.745451476071
104,28,604000,21571.4285714,0.728266814593
105,61,1418000,23245.9016393,0.72585838275
106,15,358000,23866.6666667,0.712916774657
107,6,137000,22833.3333333,0.723228711579
108,33,804000,24363.6363636,0.756456361171
109,49,1109000,22632.6530612,0.765842358051
110,63,938000,14888.8888889,0.761776319444
111,2,37000,18500.0,0.722776684891
112,61,1259000,20639.3442623,0.684760713009
113,8,157000,19625.0,0.666391496276
114,35,706000,20171.4285714,0.670993785262
115,45,942000,20933.3333333,0.686108657438
116,23,518000,22521.7391304,0.67692008975
117,38,794000,20894.7368421,0.708667834885
118,58,1211000,20879.3103448,0.696067222375
119,18,423000,23500.0,0.699821801838
120,4,132000,33000.0,0.712291815039
121,10,224000,22400.0,0.720919888578
